description,true_class,true_image,pred_class,pred_image
 Description : Nadia dress. Gender : women. Brand : acler. Materials : Cotton Linen / Flax. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~beachwear~beach dresses,"<img src=""../../datasets/fashion-outfits/images/17/78/67/50/17786750.jpg"" width=""160"" >"
 Description : La robe Vence fitted dress. Gender : women. Brand : jacquemus. Materials : viscose. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~cocktail & party dresses,"<img src=""../../datasets/fashion-outfits/images/17/28/54/12/17285412.jpg"" width=""160"" >"
 Description : bunny print raglan T - shirt. Gender : women. Brand : natasha zinko. Materials : Polyester Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~t-shirts & jerseys,"<img src=""../../datasets/fashion-outfits/images/17/25/41/60/17254160.jpg"" width=""160"" >"
 Description : ruffle - embellished crepe top. Gender : women. Brand : paule ka. Materials : Polyester Triacetate. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~blouses,"<img src=""../../datasets/fashion-outfits/images/17/14/03/03/17140303.jpg"" width=""160"" >"
 Description : cropped sweatpants. Gender : women. Brand : nili lotan. Materials : Cotton. ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~track pants,"<img src=""../../datasets/fashion-outfits/images/18/24/42/83/18244283.jpg"" width=""160"" >"
 Description : RWB - stripe two - tone cardigan. Gender : men. Brand : thom browne. Materials : Wool Mohair. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/16/30/43/45/16304345.jpg"" width=""160"" >"
 Description : ruched press - stud top. Gender : women. Brand : alexander wang. Materials : Elastane Polyamide. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~tops~t-shirts & jerseys,"<img src=""../../datasets/fashion-outfits/images/17/25/41/60/17254160.jpg"" width=""160"" >"
 Description : button - front jacket. Gender : men. Brand : dsquared2. Materials : Spandex / Elastane Cotton. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~jackets~shirt jackets,"<img src=""../../datasets/fashion-outfits/images/18/22/73/03/18227303.jpg"" width=""160"" >"
 Description : slim - fit cotton trousers. Gender : men. Brand : alexander mcqueen. Materials : Cotton. ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~slim-fit trousers,"<img src=""../../datasets/fashion-outfits/images/16/38/08/12/16380812.jpg"" width=""160"" >"
 Description : logo - chest bomber jacket. Gender : men. Brand : rta. Materials : Polyester. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~jackets~bomber jackets,"<img src=""../../datasets/fashion-outfits/images/17/87/75/10/17877510.jpg"" width=""160"" >"
 Description : V - neck short - sleeve T - shirt. Gender : women. Brand : paige. Materials : Modal Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~t-shirts & jerseys,"<img src=""../../datasets/fashion-outfits/images/17/25/41/60/17254160.jpg"" width=""160"" >"
 Description : draped silk - crepe tunic top. Gender : women. Brand : semsem. Materials : Silk Crepe Spandex / Elastane ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~tunics & kaftans,"<img src=""../../datasets/fashion-outfits/images/16/90/66/99/16906699.jpg"" width=""160"" >"
 Description : Color Comfort trousers. Gender : men. Brand : osklen. Materials : Elastodiene Cotton Polyester. ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~regular & straight-leg trousers,"<img src=""../../datasets/fashion-outfits/images/18/09/20/67/18092067.jpg"" width=""160"" >"
 Description : Evie asymmetric blouse. Gender : women. Brand : rejina pyo. Materials : viscose Polyester Nylon. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~blouses,"<img src=""../../datasets/fashion-outfits/images/17/14/03/03/17140303.jpg"" width=""160"" >"
 Description : two - tone bow - detail dress. Gender : women. Brand : atu body couture. Materials : viscose Polyester. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~cocktail & party dresses,"<img src=""../../datasets/fashion-outfits/images/17/28/54/12/17285412.jpg"" width=""160"" >"
 Description : panelled long cardigan. Gender : women. Brand : missoni. Materials : viscose Polyester. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : ruffle - collar blouse. Gender : women. Brand : paule ka. Materials : Polyester Triacetate. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~blouses,"<img src=""../../datasets/fashion-outfits/images/17/14/03/03/17140303.jpg"" width=""160"" >"
 Description : sequin - embellished tulle gown. Gender : women. Brand : saiid kobeisy. Materials : Polyester. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~evening dresses,"<img src=""../../datasets/fashion-outfits/images/18/23/78/36/18237836.jpg"" width=""160"" >"
 Description : logo - tape hooded track jacket. Gender : men. Brand : boss. Materials : Cotton Polyester. ,activewear~performance jackets~performance track jackets,"<img src=""../../datasets/fashion-outfits/images/16/17/95/59/16179559.jpg"" width=""160"" >",clothing~jackets~hooded jackets,"<img src=""../../datasets/fashion-outfits/images/17/47/49/32/17474932.jpg"" width=""160"" >"
 Description : slim - cut chinos. Gender : men. Brand : daniele alessandrini. Materials : Cotton Polyester Spandex / Elast ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~slim-fit trousers,"<img src=""../../datasets/fashion-outfits/images/16/38/08/12/16380812.jpg"" width=""160"" >"
 Description : scallop - trim lace vest. Gender : men. Brand : dsquared2. Materials : Polyamide Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~vests & tanks,"<img src=""../../datasets/fashion-outfits/images/16/72/72/93/16727293.jpg"" width=""160"" >"
 Description : cropped drawstring - hem cardigan. Gender : women. Brand : tout a coup. Materials : Polyester Spandex / Elastane ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : ruched - detail mini dress. Gender : women. Brand : balmain. Materials : Lambskin. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~cocktail & party dresses,"<img src=""../../datasets/fashion-outfits/images/17/28/54/12/17285412.jpg"" width=""160"" >"
 Description : button - down knit dress. Gender : women. Brand : theory. Materials : Cashmere. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~knitwear~knitted dresses,"<img src=""../../datasets/fashion-outfits/images/18/17/92/79/18179279.jpg"" width=""160"" >"
 Description : x Human Made track jacket. Gender : men. Brand : adidas. Materials : Recycled Polyester. ,activewear~performance jackets~performance track jackets,"<img src=""../../datasets/fashion-outfits/images/16/17/95/59/16179559.jpg"" width=""160"" >",clothing~jackets~sport jackets & windbreakers,"<img src=""../../datasets/fashion-outfits/images/17/21/96/67/17219667.jpg"" width=""160"" >"
 Description : graphic - print short - sleeve T - shirt. Gender : men. Brand : jw anderson. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : Wells midi dress. Gender : women. Brand : simon miller. Materials : Cotton. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/16/55/45/49/16554549.jpg"" width=""160"" >"
 Description : all - over print T - shirt. Gender : women. Brand : pierre - louis mascia. Materials : Silk Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~t-shirts & jerseys,"<img src=""../../datasets/fashion-outfits/images/17/25/41/60/17254160.jpg"" width=""160"" >"
 Description : logo - print T - shirt. Gender : men. Brand : giorgio armani. Materials : Polyamide Polyester Cotton Spandex / ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : sheer jersey corset. Gender : women. Brand : dion lee. Materials : Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~vests & tank tops,"<img src=""../../datasets/fashion-outfits/images/16/54/93/35/16549335.jpg"" width=""160"" >"
 Description : cropped beaded cardigan. Gender : women. Brand : moschino. Materials : Cotton. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : crew - neck cotton T - shirt. Gender : men. Brand : rick owens. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : tied - waist dress. Gender : women. Brand : lisa marie fernandez. Materials : Organic Linen Polyamide. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/16/55/45/49/16554549.jpg"" width=""160"" >"
 Description : all - over floral print dress. Gender : women. Brand : ciao lucia. Materials : Cotton. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/16/55/45/49/16554549.jpg"" width=""160"" >"
 Description : off - shoulder bouquet dress. Gender : women. Brand : agua by agua bendita. Materials : Cotton. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/16/55/45/49/16554549.jpg"" width=""160"" >"
 Description : crew - neck short sleeve T - shirt. Gender : women. Brand : alysi. Materials : Modal Polyester. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~t-shirts & jerseys,"<img src=""../../datasets/fashion-outfits/images/17/25/41/60/17254160.jpg"" width=""160"" >"
 Description : ruffled bolero jacket. Gender : women. Brand : molly goddard. Materials : Nylon. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~jackets~fitted jackets,"<img src=""../../datasets/fashion-outfits/images/17/81/04/47/17810447.jpg"" width=""160"" >"
 Description : Collins ribbed - knit tank top. Gender : women. Brand : acler. Materials : Nylon viscose. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~vests & tank tops,"<img src=""../../datasets/fashion-outfits/images/16/54/93/35/16549335.jpg"" width=""160"" >"
 Description : Damier purl - knit round - neck jumper. Gender : men. Brand : manuel ritz. Materials : Cotton. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~jumpers,"<img src=""../../datasets/fashion-outfits/images/16/83/55/88/16835588.jpg"" width=""160"" >"
 Description : snap - fastening knitted cardigan. Gender : women. Brand : agnès b.. Materials : Cotton. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : ribbed - knit cropped cardigan. Gender : women. Brand : patou. Materials : Wool Polyimide. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : racerback virgin wool waistcoat. Gender : women. Brand : ann demeulemeester. Materials : Virgin Wool. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~jackets~waistcoat & gilets,"<img src=""../../datasets/fashion-outfits/images/16/88/58/22/16885822.jpg"" width=""160"" >"
 Description : buttoned - up silk cardigan. Gender : women. Brand : theory. Materials : Rayon Spandex / Elastane Silk Nylon. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : logo - patch cotton t - shirt. Gender : men. Brand : stone island. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : Mille GT zipped cycling jersey. Gender : men. Brand : assos. Materials : Polyamide Elastane Polyester. ,activewear~performance jackets~performance track jackets,"<img src=""../../datasets/fashion-outfits/images/16/17/95/59/16179559.jpg"" width=""160"" >",activewear~performance tops~performance t-shirts & vests,"<img src=""../../datasets/fashion-outfits/images/17/91/94/67/17919467.jpg"" width=""160"" >"
 Description : Polo Pony leather puffer jacket. Gender : women. Brand : polo ralph lauren. Materials : Lamb Skin. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~jackets~puffer jackets,"<img src=""../../datasets/fashion-outfits/images/17/02/19/74/17021974.jpg"" width=""160"" >"
 Description : cut - out waist dress. Gender : women. Brand : matteau. Materials : Cotton. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/16/55/45/49/16554549.jpg"" width=""160"" >"
 Description : button - front long - sleeve shirt. Gender : women. Brand : aspesi. Materials : Polyamide Polyester. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~tops~shirts,"<img src=""../../datasets/fashion-outfits/images/16/52/07/73/16520773.jpg"" width=""160"" >"
 Description : long - sleeve shift blouse. Gender : women. Brand : alysi. Materials : Polyester. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~blouses,"<img src=""../../datasets/fashion-outfits/images/17/14/03/03/17140303.jpg"" width=""160"" >"
 Description : Adicolour cropped zipped jacket. Gender : women. Brand : adidas. Materials : Recycled Polyester. ,activewear~performance jackets~performance track jackets,"<img src=""../../datasets/fashion-outfits/images/16/17/95/59/16179559.jpg"" width=""160"" >",clothing~jackets~fitted jackets,"<img src=""../../datasets/fashion-outfits/images/17/81/04/47/17810447.jpg"" width=""160"" >"
 Description : Africana - print beach dress. Gender : women. Brand : emilio pucci. Materials : Cotton. ,clothing~dresses~beach dresses,"<img src=""../../datasets/fashion-outfits/images/15/65/44/64/15654464.jpg"" width=""160"" >",clothing~beachwear~beach dresses,"<img src=""../../datasets/fashion-outfits/images/17/78/67/50/17786750.jpg"" width=""160"" >"
 Description : Neha ruffled crochet - knit dress. Gender : women. Brand : she made me. Materials : Nylon Spandex / El ,clothing~dresses~beach dresses,"<img src=""../../datasets/fashion-outfits/images/15/65/44/64/15654464.jpg"" width=""160"" >",clothing~knitwear~knitted dresses,"<img src=""../../datasets/fashion-outfits/images/18/17/92/79/18179279.jpg"" width=""160"" >"
 Description : darted button - down shirt. Gender : women. Brand : theory. Materials : Elastane Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~shirts,"<img src=""../../datasets/fashion-outfits/images/16/52/07/73/16520773.jpg"" width=""160"" >"
 Description : Rain or Shine T - shirt. Gender : men. Brand : mackintosh. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : straight - leg linen trousers. Gender : women. Brand : manuel ritz. Materials : Cotton Linen / Flax. ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~straight trousers,"<img src=""../../datasets/fashion-outfits/images/15/87/55/81/15875581.jpg"" width=""160"" >"
 Description : sequin logo t - shirt. Gender : women. Brand : armani exchange. Materials : Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~t-shirts & jerseys,"<img src=""../../datasets/fashion-outfits/images/17/25/41/60/17254160.jpg"" width=""160"" >"
 Description : Polo Pony T - shirt. Gender : men. Brand : polo ralph lauren. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : logo - print chunky - knit jumper. Gender : men. Brand : dsquared2. Materials : Cotton. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~jumpers,"<img src=""../../datasets/fashion-outfits/images/16/83/55/88/16835588.jpg"" width=""160"" >"
 Description : shirt - layered ribbed knit cardigan. Gender : women. Brand : sacai. Materials : Wool Cotton. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : logo - print cotton hoodie. Gender : men. Brand : ea7 emporio armani. Materials : Cotton. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~hoodies,"<img src=""../../datasets/fashion-outfits/images/16/28/15/27/16281527.jpg"" width=""160"" >"
 Description : ruched panel dress. Gender : women. Brand : matteau. Materials : Cotton. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~cocktail & party dresses,"<img src=""../../datasets/fashion-outfits/images/17/28/54/12/17285412.jpg"" width=""160"" >"
 Description : crystal - embellished tank top. Gender : women. Brand : dion lee. Materials : Cotton. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~tops~vests & tank tops,"<img src=""../../datasets/fashion-outfits/images/16/54/93/35/16549335.jpg"" width=""160"" >"
 Description : embellished pleated waistband trousers. Gender : women. Brand : manuel ritz. Materials : viscose Elastane Acetate Polyes ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~high-waisted trousers,"<img src=""../../datasets/fashion-outfits/images/16/54/78/41/16547841.jpg"" width=""160"" >"
 Description : Andi bow - detail cardigan. Gender : women. Brand : molly goddard. Materials : Cotton Lambs Wool. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : dip - dye ribbed jumper. Gender : men. Brand : the elder statesman. Materials : Cashmere. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~jumpers,"<img src=""../../datasets/fashion-outfits/images/16/83/55/88/16835588.jpg"" width=""160"" >"
 Description : check - pattern shirt jacket. Gender : men. Brand : zegna. Materials : Polyester viscose Spandex / Elastane W ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~jackets~shirt jackets,"<img src=""../../datasets/fashion-outfits/images/18/22/73/03/18227303.jpg"" width=""160"" >"
 Description : slim - cut denim jeans. Gender : men. Brand : anglozine. Materials : Cotton. ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~denim~slim-fit jeans,"<img src=""../../datasets/fashion-outfits/images/15/70/07/86/15700786.jpg"" width=""160"" >"
 Description : signature zigzag - weave dress. Gender : women. Brand : missoni. Materials : viscose. ,clothing~dresses~beach dresses,"<img src=""../../datasets/fashion-outfits/images/15/65/44/64/15654464.jpg"" width=""160"" >",clothing~dresses~day dresses,"<img src=""../../datasets/fashion-outfits/images/16/55/45/49/16554549.jpg"" width=""160"" >"
 Description : raglan sleeves crew neck jumper. Gender : men. Brand : aspesi. Materials : Cotton. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~jumpers,"<img src=""../../datasets/fashion-outfits/images/16/83/55/88/16835588.jpg"" width=""160"" >"
 Description : red mid - rise slim - leg pants. Gender : women. Brand : tommy hilfiger. Materials : Spandex / Elastane Cotton L ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~slim-fit trousers,"<img src=""../../datasets/fashion-outfits/images/16/38/08/12/16380812.jpg"" width=""160"" >"
 Description : cropped cotton cardigan. Gender : women. Brand : boutique moschino. Materials : Cotton. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : mid - rise tailored trousers. Gender : women. Brand : see by chloé. Materials : Spandex / Elastane viscose Cotton Pol ,clothing~trousers~n/d,"<img src=""../../datasets/fashion-outfits/images/16/29/91/23/16299123.jpg"" width=""160"" >",clothing~trousers~tailored trousers,"<img src=""../../datasets/fashion-outfits/images/17/67/08/59/17670859.jpg"" width=""160"" >"
 Description : Control Heavy winter jacket. Gender : men. Brand : pas normal studios. Materials : Polyester. ,activewear~performance jackets~performance track jackets,"<img src=""../../datasets/fashion-outfits/images/16/17/95/59/16179559.jpg"" width=""160"" >",activewear~performance jackets~lightweight jackets,"<img src=""../../datasets/fashion-outfits/images/16/18/77/87/16187787.jpg"" width=""160"" >"
 Description : oversized short - sleeve T - shirt. Gender : men. Brand : rick owens. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : logo - print crew - neck sweatshirt. Gender : men. Brand : armani exchange. Materials : Cotton. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~sweaters & knitwear~sweatshirts,"<img src=""../../datasets/fashion-outfits/images/17/81/10/65/17811065.jpg"" width=""160"" >"
 Description : monogram - knit cardigan. Gender : women. Brand : armani exchange. Materials : viscose Polyamide. ,clothing~tops~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/97/10/99/17971099.jpg"" width=""160"" >",clothing~knitwear~cardigans,"<img src=""../../datasets/fashion-outfits/images/17/35/66/74/17356674.jpg"" width=""160"" >"
 Description : Collins twist - front ribbed top. Gender : women. Brand : acler. Materials : viscose Nylon. ,clothing~tops~n/d,"<img src=""../../datasets/fashion-outfits/images/16/44/82/18/16448218.jpg"" width=""160"" >",clothing~knitwear~knitted tops,"<img src=""../../datasets/fashion-outfits/images/17/04/45/00/17044500.jpg"" width=""160"" >"
 Description : logo - print T - shirt. Gender : men. Brand : calvin klein jeans. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : striped short - sleeved T - shirt. Gender : men. Brand : anglozine. Materials : Cotton. ,clothing~t-shirts & vests~n/d,"<img src=""../../datasets/fashion-outfits/images/16/27/78/49/16277849.jpg"" width=""160"" >",clothing~t-shirts & vests~t-shirts,"<img src=""../../datasets/fashion-outfits/images/18/19/56/34/18195634.jpg"" width=""160"" >"
 Description : sheer - sleeve blazer. Gender : women. Brand : fabiana filippi. Materials : Eco Brass Silk. ,clothing~jackets~n/d,"<img src=""../../datasets/fashion-outfits/images/16/33/98/52/16339852.jpg"" width=""160"" >",clothing~jackets~blazers,"<img src=""../../datasets/fashion-outfits/images/16/70/19/25/16701925.jpg"" width=""160"" >"
 Description : patch - detail zip - up jumper. Gender : men. Brand : anglozine. Materials : Cotton. ,clothing~sweaters & knitwear~n/d,"<img src=""../../datasets/fashion-outfits/images/16/43/18/72/16431872.jpg"" width=""160"" >",clothing~sweaters & knitwear~jumpers,"<img src=""../../datasets/fashion-outfits/images/16/83/55/88/16835588.jpg"" width=""160"" >"
 Description : ruffled collar dress. Gender : women. Brand : paule ka. Materials : Triacetate Polyester. ,clothing~dresses~n/d,"<img src=""../../datasets/fashion-outfits/images/16/40/62/43/16406243.jpg"" width=""160"" >",clothing~dresses~cocktail & party dresses,"<img src=""../../datasets/fashion-outfits/images/17/28/54/12/17285412.jpg"" width=""160"" >"
